name,teryt,powiat_easting,powiat_northing,hexagon_easting,hexagon_northing
wejherowski,2215,439309.2128090007,748200.1785135571,389762.0121185142,762778.9814731696
wejherowski,2215,439309.2128090007,748200.1785135571,389762.0121185142,739886.0494214908
pruszkowski,1421,623602.4666568252,474665.9435560213,607846.4800810287,499510.2628788623
pruszkowski,1421,623602.4666568252,474665.9435560213,607846.4800810287,453724.3987755046
pruszkowski,1421,623602.4666568252,474665.9435560213,607846.4800810287,476617.3308271836
pruszkowski,1421,623602.4666568252,474665.9435560213,627672.3408048935,488063.7968530229
piaseczyński,1418,638540.2480150065,462487.5729187946,687149.9229764882,453724.3987755046
piaseczyński,1418,638540.2480150065,462487.5729187946,667324.0622526235,465170.86480134405
piaseczyński,1418,638540.2480150065,462487.5729187946,627672.3408048935,465170.86480134405
piaseczyński,1418,638540.2480150065,462487.5729187946,647498.2015287584,453724.3987755046
wrocławski,223,357922.2994916283,352363.8941282848,330284.4299469194,385045.60262046783
wrocławski,223,357922.2994916283,352363.8941282848,310458.5692230545,350706.2045429495
wrocławski,223,357922.2994916283,352363.8941282848,290632.7084991896,385045.60262046783
wrocławski,223,357922.2994916283,352363.8941282848,310458.5692230545,373599.1365946284
Sosnowiec,2475,513739.13642718655,267684.9990014213,528543.0371855691,339259.7385171101
Sosnowiec,2475,513739.13642718655,267684.9990014213,508717.1764617039,327813.2724912706
Sosnowiec,2475,513739.13642718655,267684.9990014213,528543.0371855691,316366.8064654313
Sosnowiec,2475,513739.13642718655,267684.9990014213,528543.0371855691,293473.8744137524
Radom,1463,649946.5166805745,395495.2566389294,687149.9229764882,430831.46672382567
Radom,1463,649946.5166805745,395495.2566389294,667324.0622526235,419385.00069798616
Radom,1463,649946.5166805745,395495.2566389294,667324.0622526235,396492.0686463073
Radom,1463,649946.5166805745,395495.2566389294,687149.9229764882,407938.53467214666
Rzeszów,1863,714406.3430810466,243849.70416953348,766453.3658719482,293473.87441375235
Rzeszów,1863,714406.3430810466,243849.70416953348,746627.5051480833,282027.4083879128
Rzeszów,1863,714406.3430810466,243849.70416953348,766453.3658719482,247688.0103103945
Rzeszów,1863,714406.3430810466,243849.70416953348,766453.3658719482,270580.94236207334
tarnowski,1216,641122.4660195598,232975.0427787201,706975.7837003535,259134.4763362339
tarnowski,1216,641122.4660195598,232975.0427787201,726801.6444242181,247688.0103103945
tarnowski,1216,641122.4660195598,232975.0427787201,726801.6444242181,224795.0782587156
tarnowski,1216,641122.4660195598,232975.0427787201,706975.7837003535,236241.544284555
Toruń,463,474444.4358418673,572923.169685005,488891.315737839,613974.9231372568
Toruń,463,474444.4358418673,572923.169685005,469065.455013974,602528.4571114173
Toruń,463,474444.4358418673,572923.169685005,488891.315737839,636867.8551889358
Toruń,463,474444.4358418673,572923.169685005,469065.455013974,625421.3891630962
kielecki,2604,620210.4631272621,330825.90562964603,687149.9229764882,339259.73851711006
kielecki,2604,620210.4631272621,330825.90562964603,647498.2015287584,339259.73851711006
kielecki,2604,620210.4631272621,330825.90562964603,667324.0622526235,350706.2045429495
kielecki,2604,620210.4631272621,330825.90562964603,667324.0622526235,327813.2724912707
Kielce,2661,613198.9441262749,333906.5050633095,647498.2015287584,362152.6705687889
Kielce,2661,613198.9441262749,333906.5050633095,627672.3408048935,373599.1365946284
Kielce,2661,613198.9441262749,333906.5050633095,647498.2015287584,385045.60262046783
Kielce,2661,613198.9441262749,333906.5050633095,627672.3408048935,350706.2045429495
cieszyński,2403,485795.2589850166,207994.55313344343,508717.1764617039,190455.6801811972
cieszyński,2403,485795.2589850166,207994.55313344343,508717.1764617039,167562.74812951832
cieszyński,2403,485795.2589850166,207994.55313344343,488891.315737839,179009.2141553578
cieszyński,2403,485795.2589850166,207994.55313344343,488891.315737839,201902.14620703668
nowotarski,1211,573876.5832129848,179716.02453429555,647498.2015287584,179009.2141553578
nowotarski,1211,573876.5832129848,179716.02453429555,607846.4800810287,179009.2141553578
nowotarski,1211,573876.5832129848,179716.02453429555,647498.2015287584,156116.2821036789
nowotarski,1211,573876.5832129848,179716.02453429555,627672.3408048935,167562.74812951835
nowosądecki,1210,627892.6291737529,188861.48190767955,726801.6444242181,179009.2141553578
nowosądecki,1210,627892.6291737529,188861.48190767955,706975.7837003535,190455.6801811972
nowosądecki,1210,627892.6291737529,188861.48190767955,726801.6444242181,156116.2821036789
nowosądecki,1210,627892.6291737529,188861.48190767955,706975.7837003535,167562.74812951835
Częstochowa,2464,508331.0018599306,326485.04723181983,508717.1764617039,396492.0686463073
Częstochowa,2464,508331.0018599306,326485.04723181983,508717.1764617039,419385.0006979862
Częstochowa,2464,508331.0018599306,326485.04723181983,488891.315737839,407938.5346721467
Częstochowa,2464,508331.0018599306,326485.04723181983,488891.315737839,385045.60262046783
otwocki,1417,662017.3714440383,467410.48204040114,746627.5051480833,488063.7968530229
otwocki,1417,662017.3714440383,467410.48204040114,706975.7837003535,465170.86480134405
otwocki,1417,662017.3714440383,467410.48204040114,726801.6444242181,476617.3308271836
legionowski,1408,633154.2788276833,510956.09200018726,627672.3408048935,602528.4571114173
legionowski,1408,633154.2788276833,510956.09200018726,647498.2015287584,613974.9231372569
legionowski,1408,633154.2788276833,510956.09200018726,667324.0622526235,625421.3891630962
warszawski zachodni,1432,613090.3598869581,489996.8713615092,588020.6193571637,533849.6609563808
warszawski zachodni,1432,613090.3598869581,489996.8713615092,588020.6193571637,556742.5930080597
warszawski zachodni,1432,613090.3598869581,489996.8713615092,588020.6193571637,579635.5250597384
miński,1412,681836.0429327206,482914.48661194375,766453.3658719482,568189.0590338991
miński,1412,681836.0429327206,482914.48661194375,766453.3658719482,545296.1269822202
miński,1412,681836.0429327206,482914.48661194375,766453.3658719482,522403.19493054127
będziński,2401,511157.7720038901,282234.58122090524,508717.1764617039,350706.2045429495
będziński,2401,511157.7720038901,282234.58122090524,528543.0371855691,362152.670568789
będziński,2401,511157.7720038901,282234.58122090524,508717.1764617039,373599.1365946284
Bytom,2462,491297.7146504251,277391.6140918319,469065.455013974,350706.2045429495
Bytom,2462,491297.7146504251,277391.6140918319,449239.59429010906,362152.670568789
Bytom,2462,491297.7146504251,277391.6140918319,429413.7335662441,350706.2045429495
tarnogórski,2413,487524.7965222525,290834.62016747624,469065.455013974,396492.0686463073
tarnogórski,2413,487524.7965222525,290834.62016747624,429413.7335662441,373599.1365946284
tarnogórski,2413,487524.7965222525,290834.62016747624,449239.59429010906,385045.60262046783
Ruda Śląska,2472,490673.6981757548,266575.2739750642,449239.59429010906,316366.80646543123
Ruda Śląska,2472,490673.6981757548,266575.2739750642,449239.59429010906,293473.8744137523
Ruda Śląska,2472,490673.6981757548,266575.2739750642,469065.455013974,304920.34043959173
Zabrze,2478,484827.6148516658,272074.1768543281,429413.7335662441,327813.2724912706
Zabrze,2478,484827.6148516658,272074.1768543281,429413.7335662441,304920.34043959173
Zabrze,2478,484827.6148516658,272074.1768543281,409587.8728423792,339259.7385171101
Gliwice,2466,475336.9508394569,270284.84173360426,389762.0121185142,304920.34043959173
Gliwice,2466,475336.9508394569,270284.84173360426,409587.8728423792,293473.8744137523
Gliwice,2466,475336.9508394569,270284.84173360426,409587.8728423792,316366.80646543123
Rybnik,2473,467417.4970753527,248801.6616798133,389762.0121185142,282027.40838791284
Rybnik,2473,467417.4970753527,248801.6616798133,409587.8728423792,247688.0103103945
Rybnik,2473,467417.4970753527,248801.6616798133,389762.0121185142,259134.4763362339
wodzisławski,2415,458997.2242265181,236791.9519895356,350110.2906707844,259134.4763362339
wodzisławski,2415,458997.2242265181,236791.9519895356,330284.4299469194,247688.0103103945
wodzisławski,2415,458997.2242265181,236791.9519895356,369936.15139464935,270580.94236207334
bielski,2402,503485.308668818,218583.10440986376,508717.1764617039,236241.544284555
bielski,2402,503485.308668818,218583.10440986376,488891.315737839,224795.0782587156
bielski,2402,503485.308668818,218583.10440986376,508717.1764617039,213348.6122328761
Bielsko-Biała,2461,502796.13779844274,216180.2651717217,548368.8979094337,190455.6801811972
Bielsko-Biała,2461,502796.13779844274,216180.2651717217,528543.0371855691,201902.14620703668
Bielsko-Biała,2461,502796.13779844274,216180.2651717217,528543.0371855691,179009.2141553578
żywiecki,2417,513964.83278700575,193418.7115166353,568194.7586332987,156116.2821036789
żywiecki,2417,513964.83278700575,193418.7115166353,548368.8979094337,144669.81607783944
żywiecki,2417,513964.83278700575,193418.7115166353,548368.8979094337,167562.74812951835
oświęcimski,1213,519926.75255199295,234931.2241879952,528543.0371855691,224795.07825871563
oświęcimski,1213,519926.75255199295,234931.2241879952,528543.0371855691,247688.0103103945
oświęcimski,1213,519926.75255199295,234931.2241879952,548368.8979094337,236241.544284555
wadowicki,1218,537905.5135078407,224036.96194875764,548368.8979094337,213348.61223287607
wadowicki,1218,537905.5135078407,224036.96194875764,568194.7586332987,201902.14620703665
wadowicki,1218,537905.5135078407,224036.96194875764,568194.7586332987,224795.0782587156
myślenicki,1209,570071.9285686453,215854.2223094607,588020.6193571637,190455.6801811972
myślenicki,1209,570071.9285686453,215854.2223094607,607846.4800810287,201902.14620703665
myślenicki,1209,570071.9285686453,215854.2223094607,627672.3408048935,190455.6801811972
wielicki,1219,585576.0190884033,235304.277442382,667324.0622526235,259134.4763362339
wielicki,1219,585576.0190884033,235304.277442382,647498.2015287584,201902.14620703665
wielicki,1219,585576.0190884033,235304.277442382,667324.0622526235,236241.544284555
limanowski,1207,592705.7943091568,202050.8099644537,667324.0622526235,167562.74812951835
limanowski,1207,592705.7943091568,202050.8099644537,667324.0622526235,190455.6801811972
limanowski,1207,592705.7943091568,202050.8099644537,687149.9229764882,201902.14620703665
częstochowski,2404,525212.8364368102,326790.22243401443,568194.7586332987,385045.60262046783
częstochowski,2404,525212.8364368102,326790.22243401443,528543.0371855691,407938.5346721468
częstochowski,2404,525212.8364368102,326790.22243401443,548368.8979094337,396492.0686463073
lubelski,609,744305.4713335483,369260.6915320442,806105.087319678,362152.6705687889
lubelski,609,744305.4713335483,369260.6915320442,786279.2265958131,396492.0686463073
lubelski,609,744305.4713335483,369260.6915320442,806105.087319678,385045.60262046783
białostocki,2002,783549.1590005382,589938.2011064464,806105.087319678,613974.9231372569
białostocki,2002,783549.1590005382,589938.2011064464,825930.9480435428,625421.3891630962
białostocki,2002,783549.1590005382,589938.2011064464,786279.2265958131,602528.4571114173
radomski,1425,652597.1967563642,391905.8916879077,726801.6444242181,407938.53467214666
radomski,1425,652597.1967563642,391905.8916879077,706975.7837003535,419385.00069798616
radomski,1425,652597.1967563642,391905.8916879077,706975.7837003535,396492.0686463073
gdański,2204,473892.6333927756,706570.0359507571,508717.1764617039,694100.1853181331
gdański,2204,473892.6333927756,706570.0359507571,488891.315737839,705546.6513439723
gdański,2204,473892.6333927756,706570.0359507571,469065.455013974,694100.1853181331
rzeszowski,1816,718913.2532576887,246096.42434115737,786279.2265958131,259134.4763362339
rzeszowski,1816,718913.2532576887,246096.42434115737,766453.3658719482,316366.8064654312
rzeszowski,1816,718913.2532576887,246096.42434115737,786279.2265958131,282027.4083879128
zgierski,1020,529293.6616766275,451059.8890984606,528543.0371855691,522403.1949305414
zgierski,1020,529293.6616766275,451059.8890984606,508717.1764617039,533849.6609563807
zgierski,1020,529293.6616766275,451059.8890984606,488891.315737839,522403.1949305413
kartuski,2205,439952.4001982561,716885.2992056214,429413.7335662441,694100.1853181331
kartuski,2205,439952.4001982561,716885.2992056214,409587.8728423792,705546.6513439723
kartuski,2205,439952.4001982561,716885.2992056214,429413.7335662441,716993.117369812
dębicki,1803,668501.7660314345,240907.46871555745,746627.5051480833,236241.544284555
dębicki,1803,668501.7660314345,240907.46871555745,746627.5051480833,259134.4763362339
dębicki,1803,668501.7660314345,240907.46871555745,726801.6444242181,270580.94236207334
mielecki,1811,670231.444152425,272129.2642348958,706975.7837003535,327813.2724912707
mielecki,1811,670231.444152425,272129.2642348958,726801.6444242181,316366.8064654312
mielecki,1811,670231.444152425,272129.2642348958,726801.6444242181,293473.87441375235
świdnicki,219,319907.42139118706,339440.81487466075,270806.8477753248,350706.2045429496
świdnicki,219,319907.42139118706,339440.81487466075,250980.98705145976,385045.60262046783
świdnicki,219,319907.42139118706,339440.81487466075,270806.8477753248,373599.1365946285
Opole,1661,423563.1692994476,313042.8525515738,389762.0121185142,350706.2045429495
Opole,1661,423563.1692994476,313042.8525515738,369936.15139464935,339259.7385171101
Opole,1661,423563.1692994476,313042.8525515738,369936.15139464935,362152.670568789
nyski,1607,382748.291051697,291233.71313808433,310458.5692230545,304920.34043959173
nyski,1607,382748.291051697,291233.71313808433,310458.5692230545,327813.2724912706
nyski,1607,382748.291051697,291233.71313808433,330284.4299469194,316366.80646543123
ostrowski,3017,417128.0654018234,417191.6531004407,409587.8728423792,499510.2628788623
ostrowski,3017,417128.0654018234,417191.6531004407,389762.0121185142,465170.86480134405
ostrowski,3017,417128.0654018234,417191.6531004407,409587.8728423792,476617.3308271836
Zielona Góra,862,261627.28261571343,456763.3687570086,191503.4048798649,533849.6609563808
Zielona Góra,862,261627.28261571343,456763.3687570086,211329.26560372987,545296.1269822202
Zielona Góra,862,261627.28261571343,456763.3687570086,211329.26560372987,522403.1949305413
Olsztyn,2862,597103.3514293829,658455.81110847,647498.2015287584,705546.6513439723
Olsztyn,2862,597103.3514293829,658455.81110847,647498.2015287584,682653.7192922935
Olsztyn,2862,597103.3514293829,658455.81110847,627672.3408048935,694100.1853181331
olsztyński,2814,602299.353969315,661420.7731607527,667324.0622526235,694100.1853181331
olsztyński,2814,602299.353969315,661420.7731607527,667324.0622526235,716993.1173698117
olsztyński,2814,602299.353969315,661420.7731607527,687149.9229764882,705546.6513439723
kłodzki,208,330391.9116154455,281113.8561980648,290632.7084991896,316366.80646543123
kłodzki,208,330391.9116154455,281113.8561980648,310458.5692230545,282027.40838791284
kłodzki,208,330391.9116154455,281113.8561980648,290632.7084991896,293473.8744137523
koniński,3010,449786.43850140617,490670.5275711319,409587.8728423792,545296.1269822201
koniński,3010,449786.43850140617,490670.5275711319,449239.59429010906,545296.1269822201
koniński,3010,449786.43850140617,490670.5275711319,429413.7335662441,556742.5930080597
pilski,3019,363442.343726991,590557.4614451436,330284.4299469194,659760.7872406148
pilski,3019,363442.343726991,590557.4614451436,330284.4299469194,636867.8551889358
pilski,3019,363442.343726991,590557.4614451436,350110.2906707844,648314.3212147752
